"Date","Samsung","Apple","Unknown","Nokia","Xiaomi","Huawei","Oppo","LG","Motorola","Sony","HTC","Lenovo","Vivo","RIM","Micromax","Realme","Mobicel","Google","Asus","General Mobile","OnePlus","BBK","Tecno","ZTE","Infinix","Alcatel","Lava","Itel","Gionee","Vodafone","Turkcell","Wiko","Coolpad","Casper","Lyf","Hisense","Vestel","Spice","Honor","AIS","Meizu","bq","QMobile","LeEco","Panasonic","True","Kyocera","Acer","Reliance Digital","Pantech","InFocus","Intex","Xolo","Nintendo","T-Mobile","Smartfren","Blu","Archos","HP","Infinex","i-Mobile","Condor","Avea","Sharp","Karbonn","dtac","Yu","Symphony","Lanix","Other"
2015-11,31.76,19.3,13.58,8.13,0.7,2.27,0.45,4.36,2.2,3.23,2.22,1.73,0,1.06,2.49,0,0,0.95,0.85,1.45,0.09,0.13,0,0.53,0,0.53,0.07,0,0.04,0.15,0.26,0.07,0.09,0.16,0,0.15,0.09,0.18,0,0.11,0.08,0.09,0,0,0,0,0.06,0.06,0,0.02,0.02,0,0,0.01,0,0,0,0.04,0.05,0,0,0,0.06,0.01,0,0,0,0,0.02,0.1
2015-12,30.92,19.21,14.91,7.94,0.73,2.41,0.48,4.19,2.08,3.14,2.22,1.93,0,1.15,2.62,0,0,0.85,0.86,1.23,0.09,0.15,0,0.51,0,0.5,0.07,0,0.04,0.14,0.21,0.07,0.09,0.13,0,0.17,0.08,0.17,0,0.1,0.09,0.1,0,0,0,0,0.06,0.06,0,0.02,0.02,0,0,0.01,0,0,0,0.04,0.04,0,0,0,0.05,0.01,0,0,0,0,0.02,0.1
2016-01,30.56,19.58,15.58,7.43,0.75,2.59,0.47,4.28,2.18,3.07,2.17,2,0,1.04,2.57,0,0,0.71,0.85,1.16,0.09,0.15,0,0.48,0,0.47,0.07,0,0.05,0.14,0.2,0.07,0.09,0.13,0,0.16,0.07,0.16,0,0.09,0.09,0.11,0,0,0,0,0.05,0.06,0,0.02,0.02,0,0,0.01,0,0,0,0.04,0.05,0,0,0,0.05,0.01,0,0,0,0,0.02,0.1
2016-02,30.63,19.47,15.96,7.26,0.82,2.73,0.48,4.1,2.09,3.01,2.18,2.15,0,1.05,2.63,0,0,0.57,0.88,1.05,0.09,0.16,0,0.46,0,0.45,0.06,0,0.05,0.16,0.19,0.07,0.09,0.12,0,0.16,0.07,0.16,0,0.08,0.09,0.1,0,0,0,0,0.05,0.05,0,0.02,0.02,0,0,0.01,0,0,0,0.04,0.04,0,0,0,0.04,0.01,0,0,0,0,0.01,0.1
2016-03,32.65,18.82,14.27,6.66,1.01,2.94,0.58,4.1,2.05,3.13,2.11,2.17,0,0.98,2.46,0,0,0.54,1.14,1.13,0.12,0.17,0,0.47,0,0.46,0.06,0,0.06,0.26,0.25,0.09,0.1,0.16,0,0.15,0.08,0.15,0,0.08,0.1,0.11,0,0,0,0,0.04,0.05,0,0.01,0.02,0,0,0.01,0,0,0,0.04,0.04,0,0,0,0.04,0.01,0,0,0,0,0.01,0.11
2016-04,32.34,18.8,14.73,6.47,1.06,3.12,0.57,4.1,2.09,3.07,2.07,2.25,0,1.02,2.35,0,0,0.55,1.15,1.01,0.13,0.19,0,0.48,0,0.45,0.05,0,0.07,0.26,0.23,0.1,0.11,0.14,0,0.14,0.07,0.14,0,0.06,0.12,0.12,0,0,0,0,0.04,0.05,0,0.01,0.02,0,0,0.01,0,0,0,0.04,0.04,0,0,0,0.04,0.01,0,0,0,0,0.01,0.12
2016-05,32.17,18.63,15.49,6.23,1.05,3.25,0.54,3.98,2.13,2.98,2.01,2.34,0,0.99,2.46,0,0,0.62,1.13,0.89,0.13,0.18,0,0.46,0,0.43,0.05,0,0.07,0.25,0.21,0.1,0.1,0.13,0,0.14,0.06,0.14,0,0.06,0.11,0.12,0,0,0,0,0.03,0.05,0,0.01,0.01,0,0,0,0,0,0,0.04,0.04,0,0,0,0.04,0.01,0,0,0,0,0.01,0.11
2016-06,32.49,20.33,14.5,5.42,0.99,3.56,0.48,4.3,2.11,2.95,2.03,2.18,0,0.88,2.01,0,0,0.73,1.03,0.91,0.14,0.19,0,0.48,0,0.44,0.04,0,0.06,0.25,0.21,0.11,0.1,0.14,0,0.09,0.07,0.12,0,0.07,0.12,0.11,0,0,0,0,0.03,0.05,0,0.01,0.01,0,0,0.01,0,0,0,0.04,0.03,0,0,0,0.03,0.01,0,0,0,0,0.01,0.12
2016-07,32.19,19.89,15.36,5.36,1.02,3.74,0.47,4.23,2.2,2.77,2,2.24,0,0.8,1.96,0,0,0.88,0.99,0.87,0.14,0.21,0,0.48,0,0.42,0.03,0,0.07,0.24,0.2,0.11,0.11,0.13,0,0.07,0.07,0.11,0,0.06,0.13,0.11,0,0,0,0,0.03,0.05,0,0.01,0.01,0,0,0.01,0,0,0,0.04,0.03,0,0,0,0.03,0.01,0,0,0,0,0.01,0.12
2016-08,32.17,20.07,15.96,5.09,0.94,3.87,0.41,4.32,2.23,2.66,1.98,2.24,0,0.68,1.95,0,0,0.68,0.95,0.9,0.13,0.18,0,0.47,0,0.4,0.03,0,0.07,0.22,0.2,0.11,0.1,0.13,0,0.06,0.07,0.1,0,0.07,0.12,0.12,0,0,0,0,0.03,0.05,0,0.01,0.01,0,0,0.01,0,0,0,0.04,0.03,0,0,0,0.03,0.01,0,0,0,0,0.01,0.11
2016-09,32.33,19.38,17.1,4.78,0.92,3.83,0.38,4.18,2.26,2.56,1.99,2.47,0,0.64,2.14,0,0,0.38,0.96,0.9,0.13,0.15,0,0.46,0,0.37,0.04,0,0.1,0.21,0.2,0.11,0.08,0.13,0,0.05,0.07,0.11,0,0.08,0.11,0.11,0,0,0,0,0.03,0.04,0,0.01,0.01,0,0,0,0,0,0,0.04,0.03,0,0,0,0.03,0,0,0,0,0,0.01,0.1
2016-10,32.7,19.12,16.06,4.38,1.35,3.69,0.72,4.04,2.36,2.39,1.91,2.82,0,0.6,2.1,0,0,0.37,1.04,0.94,0.15,0.3,0,0.49,0.01,0.35,0.03,0,0.15,0.22,0.21,0.13,0.13,0.16,0.05,0.04,0.1,0.1,0,0.09,0.1,0.11,0,0.08,0,0,0.02,0.04,0.11,0.01,0.01,0,0,0,0,0,0,0.04,0.03,0,0,0,0.03,0.02,0,0.01,0,0,0.01,0.09
2016-11,34.09,18.85,11.81,3.84,1.87,3.63,1.36,4.06,2.28,2.37,1.79,2.82,0,0.56,1.97,0,0,0.39,1.14,1.04,0.17,0.91,0.02,0.58,0.07,0.44,0.19,0,0.3,0.38,0.25,0.22,0.23,0.2,0.31,0.03,0.16,0.09,0,0.24,0.1,0.12,0.02,0.18,0.07,0.08,0.04,0.06,0.24,0.01,0.02,0,0,0,0,0.02,0.02,0.03,0.02,0,0.05,0,0.03,0.01,0,0.03,0.05,0,0.01,0.12
2016-12,33.63,18.89,10.31,3.57,2.11,3.68,1.63,3.89,2.19,2.39,1.74,2.91,0,0.46,2.03,0,0,0.39,1.17,0.97,0.19,1.1,0.14,0.62,0.22,0.56,0.41,0.01,0.41,0.4,0.24,0.23,0.26,0.2,0.46,0.04,0.16,0.08,0,0.35,0.11,0.12,0.07,0.2,0.17,0.17,0.05,0.08,0.25,0.01,0.06,0.01,0.04,0,0,0.05,0.04,0.03,0.02,0,0.08,0.01,0.03,0.01,0.01,0.03,0.07,0,0.02,0.2
2017-01,33.71,19.73,8.78,3.41,2.16,3.78,1.9,3.87,2.12,2.3,1.66,2.92,0,0.45,1.83,0,0,0.38,1.23,0.98,0.2,1.32,0.12,0.63,0.2,0.56,0.58,0.02,0.42,0.33,0.24,0.25,0.27,0.21,0.5,0.05,0.18,0.07,0,0.36,0.11,0.12,0.13,0.19,0.21,0.22,0.05,0.08,0.23,0.01,0.07,0.02,0.06,0.01,0,0.08,0.05,0.03,0.02,0,0.1,0.01,0.03,0.01,0.01,0.05,0.07,0,0.03,0.27
2017-02,33.11,19.45,8.22,3.29,2.39,3.95,2.14,3.75,2.12,2.22,1.64,3.08,0,0.48,1.76,0,0.07,0.38,1.25,0.9,0.22,1.49,0.36,0.62,0.38,0.59,0.58,0.1,0.47,0.31,0.22,0.26,0.3,0.21,0.55,0.06,0.18,0.05,0,0.32,0.12,0.11,0.18,0.2,0.22,0.22,0.05,0.08,0.23,0.01,0.08,0.08,0.07,0,0,0.09,0.07,0.03,0.02,0,0.1,0.02,0.02,0.01,0.02,0.06,0.07,0.01,0.03,0.33
2017-03,33.16,19.5,8.13,2.97,2.59,3.95,2.34,3.72,2.13,2.13,1.6,3.11,0,0.39,1.77,0,0.12,0.39,1.27,0.93,0.23,1.63,0.27,0.63,0.2,0.58,0.58,0.1,0.47,0.31,0.23,0.25,0.3,0.22,0.54,0.06,0.2,0.06,0,0.3,0.12,0.11,0.17,0.21,0.22,0.23,0.05,0.08,0.22,0.01,0.08,0.1,0.08,0,0,0.08,0.08,0.03,0.02,0,0.1,0.02,0.02,0.01,0.03,0.06,0.07,0.02,0.03,0.39
2017-04,33.02,19.87,7.79,2.69,2.77,4.15,2.51,3.64,2.11,2.11,1.56,3.07,0,0.35,1.62,0,0.25,0.36,1.29,0.92,0.26,1.66,0.26,0.64,0.2,0.58,0.66,0.1,0.45,0.3,0.22,0.28,0.29,0.23,0.49,0.05,0.21,0.05,0,0.36,0.12,0.12,0.16,0.2,0.2,0.26,0.04,0.08,0.18,0.01,0.08,0.09,0.07,0,0,0.08,0.08,0.03,0.02,0,0.12,0.03,0.02,0.01,0.04,0.08,0.06,0.02,0.03,0.4
2017-05,33.17,19.32,7.56,2.7,3.06,4.37,2.83,3.58,2.1,2.04,1.49,3.07,0,0.34,1.54,0,0.43,0.35,1.32,0.84,0.26,1.74,0.26,0.64,0.21,0.57,0.64,0.1,0.47,0.28,0.21,0.28,0.29,0.22,0.49,0.05,0.21,0.04,0,0.35,0.12,0.12,0.16,0.2,0.19,0.24,0.04,0.08,0.17,0.01,0.07,0.09,0.07,0,0,0.09,0.08,0.03,0.01,0,0.12,0.02,0.02,0.01,0.04,0.08,0.06,0.02,0.03,0.4
2017-06,33.1,19.35,7.37,2.5,3.28,4.48,2.97,3.65,2.11,1.99,1.46,3.09,0,0.3,1.48,0,0.62,0.34,1.29,0.8,0.25,1.71,0.28,0.66,0.23,0.58,0.59,0.13,0.48,0.27,0.19,0.27,0.29,0.22,0.48,0.06,0.21,0.04,0,0.29,0.13,0.1,0.15,0.19,0.19,0.22,0.05,0.07,0.16,0.01,0.07,0.1,0.07,0,0,0.1,0.08,0.03,0.01,0,0.1,0.05,0.02,0.01,0.04,0.08,0.06,0.03,0.03,0.41
2017-07,33.4,18.78,7.59,2.42,3.55,4.56,3.06,3.69,2.19,1.93,1.41,3.09,0,0.3,1.37,0,0.78,0.34,1.29,0.8,0.23,1.63,0.3,0.64,0.23,0.57,0.52,0.15,0.47,0.27,0.18,0.25,0.3,0.23,0.43,0.06,0.22,0.03,0,0.25,0.13,0.08,0.18,0.18,0.18,0.23,0.05,0.07,0.14,0.01,0.06,0.09,0.07,0,0,0.12,0.08,0.03,0.01,0,0.08,0.04,0.02,0.01,0.04,0.07,0.05,0.04,0.03,0.42
2017-08,33.12,20.32,6.97,2.2,3.58,4.7,2.98,3.82,2.29,1.86,1.38,2.91,0,0.28,1.23,0,0.9,0.33,1.2,0.8,0.23,1.51,0.31,0.66,0.23,0.58,0.48,0.16,0.44,0.28,0.18,0.25,0.28,0.24,0.37,0.06,0.22,0.03,0,0.22,0.12,0.1,0.17,0.17,0.16,0.21,0.05,0.06,0.12,0.01,0.06,0.09,0.06,0,0,0.11,0.08,0.03,0.01,0,0.08,0.04,0.02,0.01,0.04,0.06,0.04,0.03,0.04,0.42
2017-09,33.71,19.37,7.42,2.07,3.59,4.85,3.02,3.82,2.31,1.88,1.35,2.86,0,0.27,1.17,0,0.97,0.31,1.21,0.79,0.24,1.39,0.34,0.66,0.25,0.61,0.47,0.17,0.41,0.29,0.17,0.26,0.25,0.24,0.34,0.06,0.23,0.03,0,0.22,0.11,0.11,0.17,0.15,0.15,0.21,0.04,0.06,0.11,0.01,0.06,0.08,0.06,0,0,0.13,0.09,0.03,0.01,0,0.07,0.04,0.02,0.01,0.04,0.06,0.04,0.03,0.05,0.44
2017-10,32.63,19.99,7.48,2.09,4,5.06,3.28,3.58,2.41,1.82,1.24,2.79,0,0.26,1.14,0,1.17,0.32,1.16,0.6,0.32,1.4,0.37,0.64,0.25,0.56,0.49,0.17,0.41,0.26,0.13,0.29,0.26,0.19,0.31,0.06,0.19,0.03,0,0.22,0.12,0.12,0.16,0.15,0.15,0.22,0.04,0.06,0.11,0.01,0.06,0.09,0.06,0,0,0.1,0.08,0.03,0.01,0,0.07,0.03,0.01,0.01,0.05,0.07,0.04,0.03,0.04,0.44
2017-11,31.88,20.34,7.46,1.96,4.38,5.06,3.34,3.52,2.54,1.78,1.23,2.86,0,0.22,1.21,0,1.33,0.34,1.13,0.58,0.32,1.38,0.37,0.63,0.25,0.49,0.5,0.18,0.44,0.22,0.13,0.28,0.27,0.18,0.33,0.05,0.19,0.04,0,0.2,0.12,0.13,0.15,0.16,0.16,0.21,0.04,0.05,0.11,0.01,0.07,0.1,0.06,0,0,0.08,0.08,0.03,0.01,0,0.07,0.03,0.01,0.01,0.06,0.07,0.05,0.03,0.03,0.42
2017-12,31.65,19.91,7.68,2,4.75,4.96,3.42,3.48,2.55,1.71,1.19,2.94,0,0.2,1.26,0,1.49,0.4,1.13,0.56,0.25,1.4,0.37,0.63,0.26,0.46,0.51,0.19,0.45,0.21,0.12,0.26,0.28,0.18,0.33,0.05,0.2,0.04,0,0.18,0.12,0.12,0.13,0.17,0.17,0.18,0.04,0.05,0.12,0.01,0.07,0.11,0.06,0,0,0.09,0.07,0.03,0.01,0,0.06,0.04,0.01,0.01,0.08,0.07,0.05,0.03,0.03,0.42
2018-01,31.81,19.64,7.52,2.04,4.85,5.26,3.45,3.48,2.64,1.71,1.12,2.87,0,0.18,1.24,0,1.62,0.43,1.1,0.56,0.19,1.35,0.38,0.62,0.26,0.46,0.49,0.2,0.46,0.21,0.12,0.26,0.27,0.18,0.32,0.05,0.2,0.04,0,0.15,0.12,0.12,0.13,0.16,0.17,0.15,0.04,0.05,0.11,0.01,0.07,0.11,0.07,0,0,0.08,0.08,0.03,0.01,0,0.06,0.04,0.01,0.02,0.08,0.06,0.05,0.03,0.03,0.42
2018-02,31.94,20.15,7.34,1.71,5.11,5.46,3.59,3.47,2.59,1.64,1.06,2.75,0,0.17,1.05,0,1.71,0.41,1.15,0.53,0.15,1.28,0.38,0.62,0.25,0.45,0.47,0.18,0.42,0.2,0.11,0.26,0.26,0.17,0.28,0.06,0.19,0.03,0,0.15,0.12,0.11,0.14,0.16,0.15,0.15,0.03,0.05,0.09,0.01,0.06,0.1,0.07,0,0,0.1,0.07,0.02,0.01,0,0.05,0.04,0.01,0.01,0.07,0.06,0.04,0.04,0.03,0.41
2018-03,31.14,20.83,8.19,1.6,4.97,5.82,3.4,3.27,2.66,1.6,1.03,2.6,0,0.16,1.04,0,1.75,0.44,1.08,0.38,0.16,1.22,0.42,0.61,0.26,0.49,0.44,0.21,0.42,0.2,0.08,0.27,0.25,0.12,0.27,0.06,0.14,0.03,0,0.13,0.11,0.13,0.16,0.15,0.15,0.14,0.03,0.05,0.09,0.01,0.05,0.1,0.08,0,0,0.1,0.08,0.03,0.01,0,0.05,0.05,0.01,0.01,0.07,0.06,0.04,0.05,0.03,0.42
2018-04,30.76,19.23,7.81,1.73,6.12,6.21,3.97,3.22,2.68,1.57,0.97,2.53,0,0.16,1.06,0,1.96,0.44,1.09,0.28,0.16,1.29,0.53,0.63,0.33,0.47,0.39,0.25,0.45,0.2,0.05,0.26,0.22,0.09,0.27,0.07,0.11,0.04,0,0.09,0.13,0.12,0.17,0.16,0.16,0.09,0.03,0.05,0.09,0.01,0.06,0.11,0.09,0,0.01,0.1,0.07,0.03,0.01,0,0.03,0.05,0,0.02,0.07,0.04,0.04,0.06,0.03,0.45
2018-05,30.15,18.97,7.11,1.52,7.02,6.58,4.19,3.13,2.81,1.5,0.93,2.59,0,0.12,1.06,0,2.22,0.42,1.01,0.21,0.17,1.33,0.55,0.63,0.35,0.47,0.48,0.3,0.49,0.18,0.04,0.27,0.24,0.06,0.28,0.07,0.08,0.03,0,0.09,0.13,0.11,0.17,0.16,0.17,0.1,0.03,0.04,0.09,0.01,0.08,0.12,0.1,0,0.01,0.08,0.06,0.03,0.01,0,0.03,0.05,0,0.02,0.08,0.04,0.04,0.06,0.03,0.48
2018-06,30.66,18.91,6.68,1.44,7.02,7.01,4.12,3.23,2.88,1.46,0.91,2.45,0,0.11,0.91,0,2.28,0.43,0.91,0.26,0.15,1.24,0.51,0.64,0.36,0.49,0.52,0.31,0.46,0.16,0.05,0.27,0.22,0.08,0.24,0.06,0.1,0.03,0,0.08,0.13,0.09,0.23,0.15,0.16,0.1,0.03,0.03,0.07,0.01,0.08,0.1,0.1,0,0.01,0.05,0.06,0.03,0.01,0,0.03,0.08,0,0.02,0.07,0.04,0.04,0.06,0.03,0.52
2018-07,30.7,19.4,6.14,1.33,7.34,7.15,4.23,3.26,2.81,1.42,0.88,2.3,0,0.1,0.8,0,2.45,0.43,0.91,0.29,0.16,1.19,0.47,0.61,0.33,0.62,0.51,0.29,0.43,0.15,0.05,0.28,0.2,0.09,0.22,0.07,0.11,0.03,0,0.08,0.13,0.08,0.21,0.14,0.15,0.1,0.03,0.03,0.07,0.01,0.08,0.09,0.1,0,0.01,0.05,0.06,0.02,0.01,0,0.03,0.06,0,0.02,0.07,0.04,0.04,0.06,0.03,0.48
2018-08,30.9,20.45,5.66,1.29,7.12,7.1,4.14,3.2,2.68,1.4,0.9,2.09,0,0.09,0.69,0,2.46,0.43,0.94,0.42,0.31,1.06,0.46,0.59,0.32,0.61,0.52,0.27,0.39,0.16,0.07,0.33,0.17,0.13,0.2,0.06,0.16,0.03,0,0.1,0.11,0.09,0.19,0.13,0.13,0.14,0.03,0.03,0.06,0.01,0.07,0.08,0.09,0,0.01,0.04,0.06,0.02,0.01,0,0.03,0.06,0,0.02,0.06,0.05,0.03,0.05,0.03,0.44
2018-09,30.8,20.66,4.76,1.24,7.39,7.57,4.35,3.11,2.67,1.36,0.84,2.06,0,0.08,0.68,0,2.63,0.45,0.97,0.3,0.45,1.03,0.48,0.57,0.34,0.58,0.55,0.27,0.38,0.14,0.05,0.41,0.17,0.09,0.19,0.06,0.12,0.03,0,0.11,0.1,0.11,0.18,0.12,0.13,0.16,0.03,0.03,0.06,0.01,0.08,0.08,0.09,0,0.01,0.03,0.05,0.02,0.01,0,0.04,0.06,0,0.02,0.06,0.05,0.03,0.05,0.03,0.45
2018-10,30.07,22.34,4.81,1.25,7.26,7.37,4.14,3.12,2.78,1.29,0.83,2,0,0.07,0.67,0,2.69,0.48,0.93,0.33,0.45,0.93,0.45,0.52,0.34,0.58,0.5,0.27,0.34,0.13,0.05,0.36,0.16,0.1,0.17,0.06,0.13,0.03,0,0.09,0.1,0.1,0.16,0.11,0.12,0.14,0.03,0.03,0.05,0.01,0.07,0.08,0.08,0,0.01,0.03,0.05,0.02,0.01,0,0.03,0.06,0,0.02,0.05,0.04,0.03,0.05,0.03,0.43
2018-11,28.34,24.44,5.27,1.29,7.83,6.31,4.23,3.07,3.02,0.84,0.83,2.15,0,0.07,0.76,0,3.42,0.51,0.67,0.33,0.34,0.85,0.47,0.44,0.3,0.37,0.53,0.3,0.35,0.11,0.06,0.27,0.16,0.04,0.17,0.04,0.07,0.04,0,0.08,0.08,0.06,0.14,0.09,0.13,0.1,0.02,0.02,0.05,0,0.06,0.09,0.07,0.01,0.01,0.03,0.04,0.02,0.01,0,0.02,0.07,0,0.01,0.06,0.03,0.03,0.05,0.02,0.33
2018-12,30.91,21.98,4.52,1.21,8.44,7.52,4.87,2.79,2.75,0.83,0.78,1.94,0,0.06,0.69,0,3.3,0.5,0.65,0.41,0.52,0.71,0.43,0.38,0.26,0.22,0.48,0.27,0.3,0.09,0.06,0.23,0.14,0.04,0.14,0.03,0.08,0.03,0,0.06,0.07,0.05,0.13,0.07,0.11,0.08,0.02,0.01,0.05,0,0.05,0.08,0.06,0,0,0.02,0.03,0.02,0.01,0,0.01,0.06,0,0.01,0.06,0.02,0.02,0.04,0.01,0.27
2019-01,32.16,22.85,4.43,1.16,7.88,7.87,4.49,2.78,2.72,0.79,0.76,1.77,0,0.06,0.6,0,3.04,0.49,0.57,0.46,0.5,0.6,0.39,0.35,0.24,0.2,0.4,0.24,0.26,0.09,0.07,0.16,0.12,0.04,0.11,0.03,0.08,0.03,0,0.04,0.06,0.05,0.13,0.06,0.09,0.04,0.01,0.01,0.04,0,0.04,0.07,0.05,0,0,0.02,0.03,0.02,0.01,0,0.01,0.05,0,0.01,0.05,0.01,0.02,0.04,0.01,0.24
2019-02,31.52,23.28,4.65,1.19,8.03,8.12,4.46,2.74,2.77,0.75,0.72,1.7,0,0.05,0.57,0,3.12,0.53,0.54,0.36,0.52,0.58,0.39,0.33,0.23,0.19,0.37,0.24,0.25,0.08,0.06,0.13,0.11,0.03,0.11,0.03,0.07,0.03,0,0.03,0.06,0.05,0.15,0.06,0.09,0.02,0.01,0.01,0.03,0,0.04,0.06,0.05,0,0,0.02,0.02,0.02,0.01,0,0.01,0.04,0,0.01,0.04,0.01,0.02,0.06,0.01,0.24
2019-03,31.77,22.4,4.11,1.19,7.52,8.57,4.41,2.89,2.72,1.15,0.66,1.51,0,0.06,0.47,0.02,2.65,0.52,0.91,0.36,0.6,0.68,0.48,0.39,0.32,0.33,0.36,0.25,0.26,0.11,0.06,0.19,0.1,0.11,0.1,0.05,0.16,0.02,0,0.03,0.09,0.1,0.15,0.08,0.09,0.03,0.02,0.02,0.03,0,0.05,0.05,0.07,0,0.01,0.02,0.03,0.02,0,0,0.01,0.05,0,0.02,0.04,0.01,0.02,0.07,0.03,0.39
2019-04,32.16,22.76,4.19,1.13,7.21,8.72,4.35,2.87,2.62,1.14,0.66,1.41,0,0.06,0.4,0.03,2.58,0.55,0.93,0.44,0.6,0.63,0.43,0.37,0.29,0.34,0.33,0.23,0.22,0.11,0.07,0.17,0.09,0.13,0.09,0.05,0.2,0.02,0,0.02,0.09,0.09,0.15,0.07,0.07,0.03,0.02,0.02,0.03,0,0.04,0.04,0.07,0,0.01,0.03,0.03,0.02,0,0,0.01,0.05,0,0.02,0.03,0.01,0.02,0.07,0.02,0.38
2019-05,31.55,22.66,4.49,1.13,7.46,8.97,4.42,2.89,2.68,1.11,0.62,1.35,0,0.05,0.39,0.03,2.73,0.6,0.95,0.36,0.61,0.62,0.47,0.36,0.29,0.32,0.31,0.23,0.21,0.1,0.05,0.15,0.09,0.11,0.08,0.05,0.17,0.02,0,0.02,0.08,0.08,0.11,0.07,0.07,0.02,0.02,0.02,0.02,0,0.04,0.04,0.07,0,0.01,0.03,0.03,0.02,0,0,0,0.03,0,0.02,0.03,0.01,0.02,0.07,0.02,0.37
2019-06,31.98,22.04,5.03,1.12,7.39,9.04,4.21,2.81,2.69,1.01,0.58,1.33,0,0.04,0.38,0.04,2.82,0.63,0.88,0.47,0.6,0.6,0.42,0.36,0.29,0.3,0.32,0.23,0.21,0.1,0.06,0.13,0.08,0.14,0.08,0.04,0.21,0.02,0,0.02,0.07,0.07,0.14,0.06,0.07,0.01,0.02,0.01,0.02,0,0.04,0.04,0.07,0,0.01,0.02,0.03,0.01,0,0,0,0.05,0,0.02,0.03,0.01,0.02,0.09,0.02,0.35
2019-07,31.13,22.01,5.36,1.11,7.76,9.15,4.46,2.56,2.63,0.94,0.54,1.3,0,0.04,0.35,0.04,3.26,0.62,0.87,0.42,0.58,0.66,0.4,0.33,0.28,0.28,0.31,0.22,0.2,0.09,0.06,0.12,0.08,0.12,0.07,0.14,0.19,0.02,0,0.01,0.08,0.06,0.14,0.06,0.07,0.01,0.02,0.01,0.02,0,0.03,0.04,0.06,0,0.01,0.03,0.03,0.01,0,0,0,0.05,0,0.02,0.03,0,0.02,0.08,0.02,0.36
2019-08,31.47,22.17,3.69,1.08,8.38,9.02,4.73,2.59,2.56,0.9,0.52,1.22,0.07,0.04,0.32,0.29,3.31,0.62,0.87,0.42,0.58,0.59,0.46,0.32,0.29,0.31,0.29,0.22,0.19,0.09,0.05,0.13,0.07,0.12,0.06,0.23,0.19,0.02,0,0.01,0.09,0.06,0.15,0.06,0.06,0.01,0.02,0.01,0.02,0,0.03,0.04,0.06,0,0.01,0.02,0.02,0.01,0,0,0,0.05,0,0.02,0.03,0,0.02,0.04,0.02,0.62
2019-09,31.18,22.48,3.16,1.02,8.26,10.02,4.57,2.47,2.48,0.85,0.47,1.09,0.1,0.03,0.29,0.49,3.32,0.62,0.8,0.41,0.65,0.58,0.45,0.29,0.32,0.29,0.27,0.22,0.18,0.08,0.05,0.12,0.07,0.12,0.06,0.45,0.18,0.01,0,0.01,0.08,0.07,0.13,0.05,0.06,0.01,0.02,0.01,0.02,0,0.03,0.03,0.05,0,0.01,0.02,0.02,0.01,0,0,0,0.04,0,0.02,0.02,0,0.01,0.04,0.02,0.67
2019-10,31.49,22.09,3.27,0.95,7.79,10.02,4.1,2.4,2.41,0.84,0.42,0.96,0.1,0.03,0.28,0.54,3.15,2.35,0.74,0.42,0.7,0.5,0.42,0.27,0.32,0.27,0.24,0.2,0.15,0.08,0.05,0.11,0.07,0.12,0.05,0.51,0.18,0.01,0,0.01,0.08,0.06,0.12,0.05,0.05,0.01,0.01,0.01,0.01,0,0.03,0.03,0.05,0,0.01,0.01,0.02,0.01,0,0,0,0.04,0,0.02,0.02,0,0.01,0.03,0.02,0.71
2019-11,31.36,22.9,3.21,0.97,8.16,10.18,4.42,2.4,2.4,0.83,0.4,0.97,0.08,0.03,0.24,0.78,3.41,0.66,0.75,0.43,0.73,0.45,0.45,0.27,0.32,0.27,0.22,0.19,0.14,0.08,0.05,0.1,0.07,0.13,0.05,0.52,0.19,0.01,0.02,0.01,0.07,0.06,0.13,0.05,0.05,0.01,0.02,0.01,0.01,0,0.03,0.03,0.05,0,0.01,0.01,0.02,0.01,0,0.02,0,0.04,0,0.02,0.02,0,0.01,0.02,0.01,0.44
2019-12,31.37,24.79,2.67,0.9,7.73,9.95,4.23,2.54,2.5,0.77,0.38,0.87,0.08,0.03,0.18,0.84,3.19,0.75,0.7,0.42,0.74,0.39,0.43,0.27,0.33,0.27,0.18,0.18,0.12,0.07,0.05,0.09,0.07,0.14,0.04,0.53,0.19,0.01,0.02,0.01,0.07,0.06,0.11,0.04,0.04,0.01,0.03,0.01,0.01,0,0.02,0.02,0.04,0,0.02,0.01,0.02,0.01,0,0.03,0,0.04,0,0.02,0.01,0,0.01,0.02,0.01,0.33
2020-01,31.29,24.76,2.18,0.88,8.1,10.61,4.25,2.4,2.42,0.8,0.38,0.86,0.08,0.03,0.15,0.88,3.02,0.69,0.69,0.43,0.79,0.35,0.47,0.26,0.37,0.27,0.15,0.18,0.11,0.07,0.05,0.09,0.06,0.15,0.03,0.48,0.2,0.01,0.04,0.01,0.08,0.06,0.1,0.04,0.03,0,0.02,0.01,0.01,0,0.02,0.02,0.04,0,0.02,0.01,0.02,0.01,0,0.02,0,0.03,0,0.02,0.01,0,0.01,0.02,0.01,0.33
